timestamp,Generation(kWh)_1,Usage(kWh)_1,Generation(kVarh)_1,Usage(kVarh)_1
2022-09-30 11:30:00+00:00,0.0,25.344,0.0,4.848
2022-09-30 11:45:00+00:00,0.0,26.752,0.0,5.104
2022-09-30 12:00:00+00:00,0.0,25.504,0.0,4.32
2022-09-30 12:15:00+00:00,0.0,23.872,0.0,4.4
2022-09-30 12:30:00+00:00,0.0,24.56,0.0,4.496
2022-09-30 12:45:00+00:00,0.0,25.776,0.0,4.752
2022-09-30 13:00:00+00:00,0.0,25.52,0.0,4.976
2022-09-30 13:15:00+00:00,0.0,24.352,0.0,5.248
2022-09-30 13:30:00+00:00,0.0,25.488,0.0,4.72
2022-09-30 13:45:00+00:00,0.0,25.104,0.0,4.928
2022-09-30 14:00:00+00:00,0.0,24.16,0.0,5.392
2022-09-30 14:15:00+00:00,0.0,24.448,0.0,5.216
2022-09-30 14:30:00+00:00,0.0,24.96,0.0,4.688
2022-09-30 14:45:00+00:00,0.0,24.528,0.0,4.912
2022-09-30 15:00:00+00:00,0.0,23.984,0.0,4.736
2022-09-30 15:15:00+00:00,0.0,26.768,0.0,5.184
2022-09-30 15:30:00+00:00,0.0,26.128,0.0,4.976
2022-09-30 15:45:00+00:00,0.0,25.248,0.0,4.528
2022-09-30 16:00:00+00:00,0.0,24.448,0.0,4.144
2022-09-30 16:15:00+00:00,0.0,24.816,0.0,5.136
2022-09-30 16:30:00+00:00,0.0,24.24,0.0,4.576
2022-09-30 16:45:00+00:00,0.0,24.832,0.0,4.736
2022-09-30 17:00:00+00:00,0.0,24.128,0.0,5.04
2022-09-30 17:15:00+00:00,0.0,25.168,0.0,5.536
2022-09-30 17:30:00+00:00,0.0,24.656,0.0,4.896
2022-09-30 17:45:00+00:00,0.0,24.848,0.0,5.088
2022-09-30 18:00:00+00:00,0.0,24.112,0.0,5.296
2022-09-30 18:15:00+00:00,0.0,25.696,0.0,5.344
2022-09-30 18:30:00+00:00,0.0,25.136,0.0,4.976
2022-09-30 18:45:00+00:00,0.0,23.024,0.0,4.624
2022-09-30 19:00:00+00:00,0.0,24.592,0.0,4.928
2022-09-30 19:15:00+00:00,0.0,24.48,0.0,4.0
2022-09-30 19:30:00+00:00,0.0,24.208,0.0,4.544
2022-09-30 19:45:00+00:00,0.0,23.456,0.0,4.96
2022-09-30 20:00:00+00:00,0.0,25.104,0.0,4.72
2022-09-30 20:15:00+00:00,0.0,25.056,0.0,4.768
2022-09-30 20:30:00+00:00,0.0,23.808,0.0,4.528
2022-09-30 20:45:00+00:00,0.0,23.168,0.0,3.904
2022-09-30 21:00:00+00:00,0.0,24.0,0.0,4.416
2022-09-30 21:15:00+00:00,0.0,21.424,0.0,4.8
2022-09-30 21:30:00+00:00,0.0,19.68,0.0,4.96
2022-09-30 21:45:00+00:00,0.0,18.24,0.0,4.688
2022-09-30 22:00:00+00:00,0.0,17.2,0.0,4.88
2022-09-30 22:15:00+00:00,0.0,16.656,0.0,4.72
2022-09-30 22:30:00+00:00,0.0,16.368,0.0,4.608
2022-09-30 22:45:00+00:00,0.0,13.712,0.0,4.048
2022-09-30 23:00:00+00:00,0.0,13.68,0.0,4.144
2022-09-30 23:15:00+00:00,0.0,14.368,0.0,4.256
2022-09-30 23:30:00+00:00,0.0,14.528,0.0,5.456
2022-09-30 23:45:00+00:00,0.0,13.088,0.0,4.256
2022-10-01 00:00:00+00:00,0.0,15.008,0.0,4.784
2022-10-01 00:15:00+00:00,0.0,14.784,0.0,4.992
2022-10-01 00:30:00+00:00,0.0,12.64,0.0,4.464
2022-10-01 00:45:00+00:00,0.0,16.912,0.0,4.544
2022-10-01 01:00:00+00:00,0.0,13.344,0.0,4.208
2022-10-01 01:15:00+00:00,0.0,13.632,0.0,4.48
2022-10-01 01:30:00+00:00,0.0,13.52,0.0,4.96
2022-10-01 01:45:00+00:00,0.0,12.272,0.0,4.88
2022-10-01 02:00:00+00:00,0.0,12.416,0.0,5.152
2022-10-01 02:15:00+00:00,0.0,12.176,0.0,4.752
2022-10-01 02:30:00+00:00,0.0,13.744,0.0,5.088
2022-10-01 02:45:00+00:00,0.0,14.512,0.0,5.456
2022-10-01 03:00:00+00:00,0.0,13.776,0.0,5.488
2022-10-01 03:15:00+00:00,0.0,13.76,0.0,5.776
2022-10-01 03:30:00+00:00,0.0,14.144,0.0,5.456
2022-10-01 03:45:00+00:00,0.0,12.928,0.0,5.584
2022-10-01 04:00:00+00:00,0.0,13.344,0.0,5.536
2022-10-01 04:15:00+00:00,0.0,14.704,0.0,5.44
2022-10-01 04:30:00+00:00,0.0,12.912,0.0,5.024
2022-10-01 04:45:00+00:00,0.0,12.944,0.0,5.824
2022-10-01 05:00:00+00:00,0.0,14.0,0.0,5.232
2022-10-01 05:15:00+00:00,0.0,14.496,0.0,5.648
2022-10-01 05:30:00+00:00,0.0,13.552,0.0,5.152
2022-10-01 05:45:00+00:00,0.0,14.864,0.0,5.184
2022-10-01 06:00:00+00:00,0.0,15.856,0.0,4.912
2022-10-01 06:15:00+00:00,0.0,16.448,0.0,5.312
2022-10-01 06:30:00+00:00,0.0,17.328,0.0,4.96
2022-10-01 06:45:00+00:00,0.0,18.896,0.0,5.312
2022-10-01 07:00:00+00:00,0.0,17.968,0.0,5.184
2022-10-01 07:15:00+00:00,0.0,20.224,0.0,5.52
2022-10-01 07:30:00+00:00,0.0,22.976,0.0,4.88
2022-10-01 07:45:00+00:00,0.0,23.264,0.0,4.608
2022-10-01 08:00:00+00:00,0.0,23.92,0.0,4.256
2022-10-01 08:15:00+00:00,0.0,25.104,0.0,4.08
2022-10-01 08:30:00+00:00,0.0,26.928,0.0,4.096
2022-10-01 08:45:00+00:00,0.0,26.72,0.0,4.928
2022-10-01 09:00:00+00:00,0.0,25.792,0.0,4.448
2022-10-01 09:15:00+00:00,0.0,26.704,0.0,4.368
2022-10-01 09:30:00+00:00,0.0,27.872,0.0,4.032
2022-10-01 09:45:00+00:00,0.0,26.688,0.0,4.448
2022-10-01 10:00:00+00:00,0.0,25.424,0.0,4.032
2022-10-01 10:15:00+00:00,0.0,26.016,0.0,4.064
2022-10-01 10:30:00+00:00,0.0,25.28,0.0,4.352
2022-10-01 10:45:00+00:00,0.0,25.568,0.0,4.256
2022-10-01 11:00:00+00:00,0.0,25.648,0.0,4.096
2022-10-01 11:15:00+00:00,0.0,25.536,0.0,4.64
2022-10-01 11:30:00+00:00,0.0,24.32,0.0,4.64
2022-10-01 11:45:00+00:00,0.0,24.896,0.0,4.192
2022-10-01 12:00:00+00:00,0.0,26.352,0.0,4.832
2022-10-01 12:15:00+00:00,0.0,24.848,0.0,4.528
2022-10-01 12:30:00+00:00,0.0,24.368,0.0,4.528
2022-10-01 12:45:00+00:00,0.0,24.576,0.0,3.872
2022-10-01 13:00:00+00:00,0.0,25.776,0.0,4.768
2022-10-01 13:15:00+00:00,0.0,24.288,0.0,4.208
2022-10-01 13:30:00+00:00,0.0,25.456,0.0,4.128
2022-10-01 13:45:00+00:00,0.0,25.36,0.0,4.448
2022-10-01 14:00:00+00:00,0.0,24.24,0.0,4.848
2022-10-01 14:15:00+00:00,0.0,24.72,0.0,4.32
2022-10-01 14:30:00+00:00,0.0,25.968,0.0,4.624
2022-10-01 14:45:00+00:00,0.0,24.752,0.0,4.464
2022-10-01 15:00:00+00:00,0.0,24.064,0.0,4.688
